relationship_id,source_id,target_id,relationship_type,weight,first_seen,last_seen,source_doc
REL-0000869,P-000072,P-000072,MENTIONED_IN_FIR,0.1,2026-08-06T00:00:00,2026-08-06T00:00:00,FIR-0066
REL-0000870,P-000072,PH-000006,MENTIONED_IN_FIR,0.1,2026-08-06T00:00:00,2026-08-06T00:00:00,FIR-0066
REL-0000871,P-000072,,MENTIONED_IN_FIR,0.1,2026-08-06T00:00:00,2026-08-06T00:00:00,FIR-0066
REL-0000872,P-000073,P-000073,MENTIONED_IN_FIR,0.1,2026-08-10T00:00:00,2026-08-10T00:00:00,FIR-0067
REL-0000873,P-000073,PH-000006,MENTIONED_IN_FIR,0.1,2026-08-10T00:00:00,2026-08-10T00:00:00,FIR-0067
REL-0000874,P-000073,,MENTIONED_IN_FIR,0.1,2026-08-10T00:00:00,2026-08-10T00:00:00,FIR-0067
REL-0000875,P-000074,P-000074,MENTIONED_IN_FIR,0.1,2026-08-03T00:00:00,2026-08-03T00:00:00,FIR-0068
REL-0000876,P-000074,PH-000006,MENTIONED_IN_FIR,0.1,2026-08-03T00:00:00,2026-08-03T00:00:00,FIR-0068
REL-0000877,P-000074,,MENTIONED_IN_FIR,0.1,2026-08-03T00:00:00,2026-08-03T00:00:00,FIR-0068
REL-0000878,P-000075,P-000075,MENTIONED_IN_FIR,0.1,2026-08-16T00:00:00,2026-08-16T00:00:00,FIR-0069
REL-0000879,P-000075,PH-000006,MENTIONED_IN_FIR,0.1,2026-08-16T00:00:00,2026-08-16T00:00:00,FIR-0069
REL-0000880,P-000075,,MENTIONED_IN_FIR,0.1,2026-08-16T00:00:00,2026-08-16T00:00:00,FIR-0069
REL-0000881,P-000076,P-000076,MENTIONED_IN_FIR,0.1,2026-07-25T00:00:00,2026-07-25T00:00:00,FIR-0070
REL-0000882,P-000076,PH-000006,MENTIONED_IN_FIR,0.1,2026-07-25T00:00:00,2026-07-25T00:00:00,FIR-0070
REL-0000883,P-000076,,MENTIONED_IN_FIR,0.1,2026-07-25T00:00:00,2026-07-25T00:00:00,FIR-0070
REL-0000884,P-000077,P-000077,MENTIONED_IN_FIR,0.1,2026-08-03T00:00:00,2026-08-03T00:00:00,FIR-0071
REL-0000885,P-000077,PH-000006,MENTIONED_IN_FIR,0.1,2026-08-03T00:00:00,2026-08-03T00:00:00,FIR-0071
REL-0000886,P-000077,,MENTIONED_IN_FIR,0.1,2026-08-03T00:00:00,2026-08-03T00:00:00,FIR-0071
REL-0000887,P-000078,P-000078,MENTIONED_IN_FIR,0.1,2026-07-28T00:00:00,2026-07-28T00:00:00,FIR-0072
REL-0000888,P-000078,PH-000006,MENTIONED_IN_FIR,0.1,2026-07-28T00:00:00,2026-07-28T00:00:00,FIR-0072
REL-0000889,P-000078,,MENTIONED_IN_FIR,0.1,2026-07-28T00:00:00,2026-07-28T00:00:00,FIR-0072
REL-0000890,P-000079,P-000079,MENTIONED_IN_FIR,0.1,2026-08-10T00:00:00,2026-08-10T00:00:00,FIR-0073
REL-0000891,P-000079,PH-000006,MENTIONED_IN_FIR,0.1,2026-08-10T00:00:00,2026-08-10T00:00:00,FIR-0073
REL-0000892,P-000079,,MENTIONED_IN_FIR,0.1,2026-08-10T00:00:00,2026-08-10T00:00:00,FIR-0073
REL-0000893,P-000080,P-000080,MENTIONED_IN_FIR,0.1,2026-08-01T00:00:00,2026-08-01T00:00:00,FIR-0074
REL-0000894,P-000080,PH-000006,MENTIONED_IN_FIR,0.1,2026-08-01T00:00:00,2026-08-01T00:00:00,FIR-0074
REL-0000895,P-000080,,MENTIONED_IN_FIR,0.1,2026-08-01T00:00:00,2026-08-01T00:00:00,FIR-0074
REL-0000896,P-000081,P-000081,MENTIONED_IN_FIR,0.1,2026-07-27T00:00:00,2026-07-27T00:00:00,FIR-0075
REL-0000897,P-000081,PH-000006,MENTIONED_IN_FIR,0.1,2026-07-27T00:00:00,2026-07-27T00:00:00,FIR-0075
REL-0000898,P-000081,,MENTIONED_IN_FIR,0.1,2026-07-27T00:00:00,2026-07-27T00:00:00,FIR-0075
REL-0000899,P-000082,P-000082,MENTIONED_IN_FIR,0.1,2026-08-17T00:00:00,2026-08-17T00:00:00,FIR-0076
REL-0000900,P-000082,PH-000006,MENTIONED_IN_FIR,0.1,2026-08-17T00:00:00,2026-08-17T00:00:00,FIR-0076
REL-0000901,P-000082,,MENTIONED_IN_FIR,0.1,2026-08-17T00:00:00,2026-08-17T00:00:00,FIR-0076
REL-0000902,P-000083,P-000083,MENTIONED_IN_FIR,0.1,2026-08-01T00:00:00,2026-08-01T00:00:00,FIR-0077
REL-0000903,P-000083,PH-000006,MENTIONED_IN_FIR,0.1,2026-08-01T00:00:00,2026-08-01T00:00:00,FIR-0077
REL-0000904,P-000083,,MENTIONED_IN_FIR,0.1,2026-08-01T00:00:00,2026-08-01T00:00:00,FIR-0077
REL-0000905,P-000084,P-000084,MENTIONED_IN_FIR,0.1,2026-08-10T00:00:00,2026-08-10T00:00:00,FIR-0078
REL-0000906,P-000084,PH-000006,MENTIONED_IN_FIR,0.1,2026-08-10T00:00:00,2026-08-10T00:00:00,FIR-0078
REL-0000907,P-000084,,MENTIONED_IN_FIR,0.1,2026-08-10T00:00:00,2026-08-10T00:00:00,FIR-0078
REL-0000908,P-000085,P-000085,MENTIONED_IN_FIR,0.1,2026-08-04T00:00:00,2026-08-04T00:00:00,FIR-0079
REL-0000909,P-000085,PH-000006,MENTIONED_IN_FIR,0.1,2026-08-04T00:00:00,2026-08-04T00:00:00,FIR-0079
REL-0000910,P-000085,,MENTIONED_IN_FIR,0.1,2026-08-04T00:00:00,2026-08-04T00:00:00,FIR-0079
REL-0000911,P-000086,P-000086,MENTIONED_IN_FIR,0.1,2026-07-28T00:00:00,2026-07-28T00:00:00,FIR-0080
REL-0000912,P-000086,PH-000006,MENTIONED_IN_FIR,0.1,2026-07-28T00:00:00,2026-07-28T00:00:00,FIR-0080
REL-0000913,P-000086,,MENTIONED_IN_FIR,0.1,2026-07-28T00:00:00,2026-07-28T00:00:00,FIR-0080
REL-0000914,P-000087,P-000087,MENTIONED_IN_FIR,0.1,2026-08-05T00:00:00,2026-08-05T00:00:00,FIR-0081
REL-0000915,P-000087,PH-000006,MENTIONED_IN_FIR,0.1,2026-08-05T00:00:00,2026-08-05T00:00:00,FIR-0081
REL-0000916,P-000087,,MENTIONED_IN_FIR,0.1,2026-08-05T00:00:00,2026-08-05T00:00:00,FIR-0081
REL-0000917,P-000088,P-000088,MENTIONED_IN_FIR,0.1,2026-08-09T00:00:00,2026-08-09T00:00:00,FIR-0082
REL-0000918,P-000088,PH-000006,MENTIONED_IN_FIR,0.1,2026-08-09T00:00:00,2026-08-09T00:00:00,FIR-0082
REL-0000919,P-000088,,MENTIONED_IN_FIR,0.1,2026-08-09T00:00:00,2026-08-09T00:00:00,FIR-0082
